true__action_noise,true__xprob_volatility,estimated__action_noise,estimated__xprob_volatility,prior_idx,input_sequence_idx,simulation_idx,Column1,Column2,,,
0.4,-4,0.400906012,-4.05250079,1,1,5,0.05250079,0.000906012,,,
0.4,-3,0.441315713,-3.225186531,1,1,5,0.225186531,0.041315713,,,
0.4,-2,0.391563967,-2.152321558,1,1,5,0.152321558,0.008436033,,,
0.7,-10,0.935962981,-7.272324828,1,1,5,2.727675172,0.235962981,,,
0.7,-9,0.601384333,-7.433946027,1,1,5,1.566053973,0.098615667,,,
0.7,-8,0.856123661,-6.992114567,1,1,5,1.007885433,0.156123661,,,
0.7,-7,0.682869533,-6.239144593,1,1,5,0.760855407,0.017130467,,,
0.7,-6,0.803392892,-6.259795533,1,1,5,0.259795533,0.103392892,,,
0.7,-5,0.643965554,-4.701423502,1,1,5,0.298576498,0.056034446,,,
0.7,-4,0.600111094,-3.871177917,1,1,5,0.128822083,0.099888906,,,
0.7,-3,0.834992695,-2.418767381,1,1,5,0.581232619,0.134992695,,,
0.7,-2,0.616754726,-2.031463097,1,1,5,0.031463097,0.083245274,,,
1,-10,0.783093974,-7.177849396,1,1,5,2.822150604,0.216906026,,,
1,-9,1.16064069,-7.667659145,1,1,5,1.332340855,0.16064069,,,
1,-8,1.320386411,-5.217090941,1,1,5,2.782909059,0.320386411,,,
1,-7,0.836788772,-7.480546456,1,1,5,0.480546456,0.163211228,,,
1,-6,1.279234455,-6.065072812,1,1,5,0.065072812,0.279234455,,,
1,-5,0.941227652,-4.873774834,1,1,5,0.126225166,0.058772348,,,
1,-4,1.091365199,-4.705126846,1,1,5,0.705126846,0.091365199,,,
1,-3,0.854842625,-3.931427147,1,1,5,0.931427147,0.145157375,,,
1,-2,0.964114493,-2.092118798,1,1,5,0.092118798,0.035885507,,,
1.3,-10,1.476749172,-6.443314938,1,1,5,3.556685062,0.176749172,,,
1.3,-9,1.566379726,-6.79494234,1,1,5,2.20505766,0.266379726,,,
1.3,-8,1.363373276,-7.460406156,1,1,5,0.539593844,0.063373276,,,
1.3,-7,1.540761392,-5.7258876,1,1,5,1.2741124,0.240761392,,,
1.3,-6,1.388741034,-5.547400677,1,1,5,0.452599323,0.088741034,,,
1.3,-5,1.605659941,-5.364436571,1,1,5,0.364436571,0.305659941,,,
1.3,-4,1.373312482,-4.846244097,1,1,5,0.846244097,0.073312482,,,
1.3,-3,1.27872817,-3.498459618,1,1,5,0.498459618,0.02127183,,,
1.3,-2,1.405667839,-3.852025669,1,1,5,1.852025669,0.105667839,,,
1.6,-10,1.404680126,-5.463917224,1,1,5,4.536082776,0.195319874,,,
1.6,-9,1.741462229,-6.001048153,1,1,5,2.998951847,0.141462229,,,
1.6,-8,1.65559662,-6.469763926,1,1,5,1.530236074,0.05559662,,,
1.6,-7,1.168091611,-5.995713749,1,1,5,1.004286251,0.431908389,,,
1.6,-6,1.968145617,-6.101857729,1,1,5,0.101857729,0.368145617,,,
1.6,-5,1.071279101,-6.779620535,1,1,5,1.779620535,0.528720899,,,
1.6,-4,1.104679982,-5.390891928,1,1,5,1.390891928,0.495320018,,,
1.6,-3,1.523704213,-3.466414565,1,1,5,0.466414565,0.076295787,,,
1.6,-2,1.263858795,-4.394062188,1,1,5,2.394062188,0.336141205,,,
1.9,-10,1.726972039,-5.644073309,1,1,5,4.355926691,0.173027961,,,
1.9,-9,2.118090335,-7.375630982,1,1,5,1.624369018,0.218090335,,,
1.9,-8,2.10180936,-6.845757709,1,1,5,1.154242291,0.20180936,,,
1.9,-7,1.541097289,-7.03125134,1,1,5,0.03125134,0.358902711,,,
1.9,-6,1.729503475,-5.219024719,1,1,5,0.780975281,0.170496525,,,
1.9,-5,1.721798165,-5.99377564,1,1,5,0.99377564,0.178201835,,,
1.9,-4,1.61351137,-5.093305107,1,1,5,1.093305107,0.28648863,,,
1.9,-3,1.474618534,-3.724506793,1,1,5,0.724506793,0.425381466,,,
1.9,-2,1.699183381,-3.109372392,1,1,5,1.109372392,0.200816619,,,
2.2,-10,1.348684475,-5.835693885,1,1,5,4.164306115,0.851315525,,,
2.2,-9,1.863341534,-6.468108596,1,1,5,2.531891404,0.336658466,,,
2.2,-8,1.626743477,-6.287574282,1,1,5,1.712425718,0.573256523,,,
2.2,-7,2.051904218,-6.546286359,1,1,5,0.453713641,0.148095782,,,
2.2,-6,1.579089823,-5.681486418,1,1,5,0.318513582,0.620910177,,,
2.2,-5,1.630361843,-3.911640546,1,1,5,1.088359454,0.569638157,,,
2.2,-4,1.950187088,-4.53437617,1,1,5,0.53437617,0.249812912,,,
2.2,-3,1.980308554,-3.497319053,1,1,5,0.497319053,0.219691446,,,
2.2,-2,1.490886705,-2.867407895,1,1,5,0.867407895,0.709113295,,,
2.5,-10,1.72744308,-6.063956849,1,1,5,3.936043151,0.77255692,,,
2.5,-9,1.850766544,-7.490818661,1,1,5,1.509181339,0.649233456,,,
2.5,-8,1.945118058,-6.426523655,1,1,5,1.573476345,0.554881942,,,
2.5,-7,2.376877136,-6.683158994,1,1,5,0.316841006,0.123122864,,,
2.5,-6,1.605616059,-7.036686492,1,1,5,1.036686492,0.894383941,,,
2.5,-5,1.233103008,-5.198438392,1,1,5,0.198438392,1.266896992,,,
2.5,-4,2.164265045,-6.611791576,1,1,5,2.611791576,0.335734955,,,
2.5,-3,1.819293959,-4.467731249,1,1,5,1.467731249,0.680706041,,,
2.5,-2,1.684538239,-3.542245574,1,1,5,1.542245574,0.815461761,,,
0.1,-10,0.135000815,-7.841599623,1,1,6,2.158400377,0.035000815,,,
0.1,-9,0.114550305,-7.911084271,1,1,6,1.088915729,0.014550305,,,
0.1,-8,0.147856473,-5.912529236,1,1,6,2.087470764,0.047856473,,,
0.1,-7,0.021594296,-6.887734159,1,1,6,0.112265841,0.078405704,,,
0.1,-6,0.110476624,-6.026877872,1,1,6,0.026877872,0.010476624,,,
0.1,-5,0.02915566,-5.176539636,1,1,6,0.176539636,0.07084434,,,
0.1,-4,0.127693556,-4.201662052,1,1,6,0.201662052,0.027693556,,,
0.1,-3,0.094094491,-3.096898654,1,1,6,0.096898654,0.005905509,,,
0.1,-2,0.070397933,-2.138833291,1,1,6,0.138833291,0.029602067,,,
0.4,-10,0.488851439,-7.59654724,1,1,6,2.40345276,0.088851439,,,
0.4,-9,0.382535858,-7.027039096,1,1,6,1.972960904,0.017464142,,,
0.4,-8,0.428492289,-6.520267655,1,1,6,1.479732345,0.028492289,,,
0.4,-7,0.486271222,-6.1605828,1,1,6,0.8394172,0.086271222,,,
0.4,-6,0.418024609,-5.636687149,1,1,6,0.363312851,0.018024609,,,
0.4,-5,0.507499825,-4.968892374,1,1,6,0.031107626,0.107499825,,,
0.4,-4,0.511000324,-3.96216633,1,1,6,0.03783367,0.111000324,,,
0.4,-3,0.432564389,-3.106698014,1,1,6,0.106698014,0.032564389,,,
0.4,-2,0.446115446,-2.110047997,1,1,6,0.110047997,0.046115446,,,
0.7,-10,0.76163476,-6.394879472,1,1,6,3.605120528,0.06163476,,,
0.7,-9,0.750799141,-7.912112917,1,1,6,1.087887083,0.050799141,,,
0.7,-8,0.571126981,-7.944196588,1,1,6,0.055803412,0.128873019,,,
0.7,-7,0.64588807,-6.701548141,1,1,6,0.298451859,0.05411193,,,
0.7,-6,0.439446004,-7.24319269,1,1,6,1.24319269,0.260553996,,,
0.7,-5,0.71820628,-3.488590131,1,1,6,1.511409869,0.01820628,,,
0.7,-4,0.753951443,-3.707128833,1,1,6,0.292871167,0.053951443,,,
0.7,-3,0.899723298,-2.931026975,1,1,6,0.068973025,0.199723298,,,
0.7,-2,0.585995837,-1.968201982,1,1,6,0.031798018,0.114004163,,,
1,-10,1.513448748,-6.470150343,1,1,6,3.529849657,0.513448748,,,
1,-9,1.209541597,-6.144817986,1,1,6,2.855182014,0.209541597,,,
1,-8,0.90620838,-6.804471819,1,1,6,1.195528181,0.09379162,,,
1,-7,0.892779192,-6.557090391,1,1,6,0.442909609,0.107220808,,,
1,-6,0.61498279,-7.254622612,1,1,6,1.254622612,0.38501721,,,
1,-5,1.017939996,-5.268618244,1,1,6,0.268618244,0.017939996,,,
1,-4,1.142251049,-3.680167376,1,1,6,0.319832624,0.142251049,,,
1,-3,0.955371652,-4.797520768,1,1,6,1.797520768,0.044628348,,,
1,-2,0.850847801,-1.583795159,1,1,6,0.416204841,0.149152199,,,
1.3,-10,0.905429554,-7.47618717,1,1,6,2.52381283,0.394570446,,,
1.3,-9,1.525666545,-7.053995469,1,1,6,1.946004531,0.225666545,,,
1.3,-8,1.358400061,-6.084140803,1,1,6,1.915859197,0.058400061,,,
1.3,-7,1.28713267,-5.332406895,1,1,6,1.667593105,0.01286733,,,
1.3,-6,1.21417946,-6.387059139,1,1,6,0.387059139,0.08582054,,,
1.3,-5,1.703893889,-4.329760707,1,1,6,0.670239293,0.403893889,,,
1.3,-4,1.643506544,-4.794199577,1,1,6,0.794199577,0.343506544,,,
1.3,-3,1.121173065,-4.205956585,1,1,6,1.205956585,0.178826935,,,
1.3,-2,1.196349011,-1.752656225,1,1,6,0.247343775,0.103650989,,,
1.6,-10,1.687711827,-5.869654466,1,1,6,4.130345534,0.087711827,,,
1.6,-9,1.535208467,-5.903826974,1,1,6,3.096173026,0.064791533,,,
1.6,-8,1.562351456,-7.003093147,1,1,6,0.996906853,0.037648544,,,
1.6,-7,1.55579335,-6.943290079,1,1,6,0.056709921,0.04420665,,,
1.6,-6,1.558042538,-4.241101084,1,1,6,1.758898916,0.041957462,,,
1.6,-5,1.185470554,-5.206154116,1,1,6,0.206154116,0.414529446,,,
1.6,-4,2.043537199,-5.43926754,1,1,6,1.43926754,0.443537199,,,
1.6,-3,1.572274926,-3.657287976,1,1,6,0.657287976,0.027725074,,,
1.6,-2,1.352945873,-2.137644404,1,1,6,0.137644404,0.247054127,,,
1.9,-10,2.12621994,-7.036844307,1,1,6,2.963155693,0.22621994,,,
1.9,-9,1.291120328,-6.481923215,1,1,6,2.518076785,0.608879672,,,
1.9,-8,1.37355902,-7.038924384,1,1,6,0.961075616,0.52644098,,,
1.9,-7,1.3637342,-6.400444853,1,1,6,0.599555147,0.5362658,,,
1.9,-6,1.617398653,-6.73916985,1,1,6,0.73916985,0.282601347,,,
1.9,-5,1.629280481,-5.602906054,1,1,6,0.602906054,0.270719519,,,
1.9,-4,2.007426398,-4.93886687,1,1,6,0.93886687,0.107426398,,,
1.9,-3,1.254219141,-3.840671015,1,1,6,0.840671015,0.645780859,,,
1.9,-2,1.719031941,-3.115813777,1,1,6,1.115813777,0.180968059,,,
2.2,-10,2.11159496,-5.65983864,1,1,6,4.34016136,0.08840504,,,
2.2,-9,0.999053609,-7.861009614,1,1,6,1.138990386,1.200946391,,,
2.2,-8,2.151691659,-6.25495927,1,1,6,1.74504073,0.048308341,,,
2.2,-7,1.633918419,-6.938124267,1,1,6,0.061875733,0.566081581,,,
2.2,-6,1.932905429,-5.73397546,1,1,6,0.26602454,0.267094571,,,
2.2,-5,1.999012136,-6.543213096,1,1,6,1.543213096,0.200987864,,,
2.2,-4,2.017086996,-4.426465898,1,1,6,0.426465898,0.182913004,,,
2.2,-3,1.371441884,-3.097726862,1,1,6,0.097726862,0.828558116,,,
2.2,-2,1.605541801,-3.314835188,1,1,6,1.314835188,0.594458199,,,
2.5,-10,2.266859478,-7.302993598,1,1,6,2.697006402,0.233140522,,,
2.5,-9,1.851251147,-4.866971841,1,1,6,4.133028159,0.648748853,,,
2.5,-8,2.188945161,-5.206399554,1,1,6,2.793600446,0.311054839,,,
2.5,-7,1.896529934,-6.041396054,1,1,6,0.958603946,0.603470066,,,
2.5,-6,2.076671448,-6.249323239,1,1,6,0.249323239,0.423328552,,,
2.5,-5,1.54114908,-5.199823114,1,1,6,0.199823114,0.95885092,,,
2.5,-4,2.24489796,-1.35820502,1,1,6,2.64179498,0.25510204,,,
2.5,-3,1.759357567,-5.92006699,1,1,6,2.92006699,0.740642433,,,
2.5,-2,1.693018994,-5.582896435,1,1,6,3.582896435,0.806981006,,,
0.1,-10,0.131046457,-8.484936692,1,1,7,1.515063308,0.031046457,,,
0.1,-9,0.137502066,-6.810452292,1,1,7,2.189547708,0.037502066,,,
0.1,-8,0.085475574,-7.692280246,1,1,7,0.307719754,0.014524426,,,
0.1,-7,0.090226112,-6.866385465,1,1,7,0.133614535,0.009773888,,,
0.1,-6,0.103288584,-5.4964661,1,1,7,0.5035339,0.003288584,,,
0.1,-5,0.095638019,-5.323339051,1,1,7,0.323339051,0.004361981,,,
0.1,-4,0.068247994,-4.051894155,1,1,7,0.051894155,0.031752006,,,
0.1,-3,0.13841441,-3.061617384,1,1,7,0.061617384,0.03841441,,,
0.1,-2,0.080792275,-2.096288966,1,1,7,0.096288966,0.019207725,,,
0.4,-10,0.329286183,-7.892340663,1,1,7,2.107659337,0.070713817,,,
0.4,-9,0.536124692,-7.240250425,1,1,7,1.759749575,0.136124692,,,
0.4,-8,0.447545077,-6.446631849,1,1,7,1.553368151,0.047545077,,,
0.4,-7,0.534741481,-7.577256346,1,1,7,0.577256346,0.134741481,,,
0.4,-6,0.274642576,-8.190421669,1,1,7,2.190421669,0.125357424,,,
0.4,-5,0.385395775,-5.070413345,1,1,7,0.070413345,0.014604225,,,
0.4,-4,0.331640667,-4.149019474,1,1,7,0.149019474,0.068359333,,,
0.4,-3,0.395890044,-3.33167801,1,1,7,0.33167801,0.004109956,,,
0.4,-2,0.439019837,-1.988564437,1,1,7,0.011435563,0.039019837,,,
0.7,-10,0.873976527,-6.72560004,1,1,7,3.27439996,0.173976527,,,
0.7,-9,0.924041572,-5.105113517,1,1,7,3.894886483,0.224041572,,,
0.7,-8,0.906505115,-5.47687238,1,1,7,2.52312762,0.206505115,,,
0.7,-7,0.673463637,-5.462034017,1,1,7,1.537965983,0.026536363,,,
0.7,-6,0.667616575,-5.642528079,1,1,7,0.357471921,0.032383425,,,
0.7,-5,0.810006808,-4.271223914,1,1,7,0.728776086,0.110006808,,,
0.7,-4,0.890327351,-3.806572927,1,1,7,0.193427073,0.190327351,,,
0.7,-3,0.601977293,-3.274571691,1,1,7,0.274571691,0.098022707,,,
0.7,-2,0.823773123,-2.268543393,1,1,7,0.268543393,0.123773123,,,
1,-10,1.411813741,-6.982806828,1,1,7,3.017193172,0.411813741,,,
1,-9,0.872527606,-5.737480947,1,1,7,3.262519053,0.127472394,,,
1,-8,1.042488928,-5.780827771,1,1,7,2.219172229,0.042488928,,,
1,-7,1.043266826,-6.003628675,1,1,7,0.996371325,0.043266826,,,
1,-6,0.734257783,-6.334867526,1,1,7,0.334867526,0.265742217,,,
1,-5,1.404390765,-4.933240015,1,1,7,0.066759985,0.404390765,,,
1,-4,0.765639144,-3.824913204,1,1,7,0.175086796,0.234360856,,,
1,-3,0.918275204,-3.093043651,1,1,7,0.093043651,0.081724796,,,
1,-2,1.125402426,-2.245389802,1,1,7,0.245389802,0.125402426,,,
1.3,-10,0.990981923,-5.699002031,1,1,7,4.300997969,0.309018077,,,
1.3,-9,1.592440572,-7.283563217,1,1,7,1.716436783,0.292440572,,,
1.3,-8,1.171082956,-3.971332393,1,1,7,4.028667607,0.128917044,,,
1.3,-7,1.768132157,-6.37996386,1,1,7,0.62003614,0.468132157,,,
1.3,-6,1.239935567,-5.171958047,1,1,7,0.828041953,0.060064433,,,
1.3,-5,1.37714509,-5.104767007,1,1,7,0.104767007,0.07714509,,,
1.3,-4,1.51488321,-2.805134748,1,1,7,1.194865252,0.21488321,,,
1.3,-3,0.941989283,-4.091217288,1,1,7,1.091217288,0.358010717,,,
1.3,-2,1.463997731,-2.391233598,1,1,7,0.391233598,0.163997731,,,
1.6,-10,1.918162803,-6.842720537,1,1,7,3.157279463,0.318162803,,,
1.6,-9,1.422487354,-3.794328587,1,1,7,5.205671413,0.177512646,,,
1.6,-8,1.307119835,-5.820710044,1,1,7,2.179289956,0.292880165,,,
1.6,-7,1.900416974,-6.799030547,1,1,7,0.200969453,0.300416974,,,
1.6,-6,1.551308,-5.073114868,1,1,7,0.926885132,0.048692,,,
1.6,-5,0.796346604,-5.890629017,1,1,7,0.890629017,0.803653396,,,
1.6,-4,1.298995043,-4.686684712,1,1,7,0.686684712,0.301004957,,,
1.6,-3,1.975898991,-5.296602302,1,1,7,2.296602302,0.375898991,,,
1.6,-2,1.294757128,-2.62924317,1,1,7,0.62924317,0.305242872,,,
1.9,-10,2.013979938,-6.374432157,1,1,7,3.625567843,0.113979938,,,
1.9,-9,1.663830308,-5.291376265,1,1,7,3.708623735,0.236169692,,,
1.9,-8,1.444062635,-6.112477762,1,1,7,1.887522238,0.455937365,,,
1.9,-7,1.458031593,-5.967204233,1,1,7,1.032795767,0.441968407,,,
1.9,-6,1.409701011,-5.442891548,1,1,7,0.557108452,0.490298989,,,
1.9,-5,1.984539276,-4.766314674,1,1,7,0.233685326,0.084539276,,,
1.9,-4,1.391852623,-4.680559464,1,1,7,0.680559464,0.508147377,,,
1.9,-3,1.72477718,-2.443091695,1,1,7,0.556908305,0.17522282,,,
1.9,-2,1.093228802,-4.815890426,1,1,7,2.815890426,0.806771198,,,
2.2,-10,1.39184782,-6.86749922,1,1,7,3.13250078,0.80815218,,,
2.2,-9,1.789037505,-5.665901897,1,1,7,3.334098103,0.410962495,,,
2.2,-8,2.102909082,-6.104742672,1,1,7,1.895257328,0.097090918,,,
2.2,-7,1.418796356,-6.559279856,1,1,7,0.440720144,0.781203644,,,
2.2,-6,1.663703007,-6.124883533,1,1,7,0.124883533,0.536296993,,,
2.2,-5,1.811774251,-5.700873165,1,1,7,0.700873165,0.388225749,,,
2.2,-4,1.473223173,-5.040020603,1,1,7,1.040020603,0.726776827,,,
2.2,-3,1.531865804,-5.165476791,1,1,7,2.165476791,0.668134196,,,
2.2,-2,2.059717443,-4.163562362,1,1,7,2.163562362,0.140282557,,,
2.5,-10,1.999856366,-5.526213886,1,1,7,4.473786114,0.500143634,,,
2.5,-9,2.095920734,-6.968896394,1,1,7,2.031103606,0.404079266,,,
2.5,-8,1.489168314,-6.721117319,1,1,7,1.278882681,1.010831686,,,
2.5,-7,1.451143719,-6.823514434,1,1,7,0.176485566,1.048856281,,,
2.5,-6,1.771898076,-5.932819508,1,1,7,0.067180492,0.728101924,,,
2.5,-5,1.988687854,-5.087073048,1,1,7,0.087073048,0.511312146,,,
2.5,-4,1.70986424,-6.328172067,1,1,7,2.328172067,0.79013576,,,
2.5,-3,1.937964282,-5.241517728,1,1,7,2.241517728,0.562035718,,,
2.5,-2,2.390901747,-6.44519131,1,1,7,4.44519131,0.109098253,,,
0.1,-10,0.101446595,-7.744363057,1,1,8,2.255636943,0.001446595,,,
0.1,-9,0.098460618,-8.034608963,1,1,8,0.965391037,0.001539382,,,
0.1,-8,0.127037228,-7.479824557,1,1,8,0.520175443,0.027037228,,,
0.1,-7,0.13412639,-6.199544919,1,1,8,0.800455081,0.03412639,,,
0.1,-6,0.052539951,-6.068644397,1,1,8,0.068644397,0.047460049,,,
0.1,-5,0.129701,-5.364638177,1,1,8,0.364638177,0.029701,,,
0.1,-4,0.139095079,-3.995032533,1,1,8,0.004967467,0.039095079,,,
0.1,-3,0.111455237,-3.024204493,1,1,8,0.024204493,0.011455237,,,
0.1,-2,0.114565982,-1.926926286,1,1,8,0.073073714,0.014565982,,,
0.4,-10,0.515242368,-7.06505731,1,1,8,2.93494269,0.115242368,,,
0.4,-9,0.451474203,-7.722675093,1,1,8,1.277324907,0.051474203,,,
0.4,-8,0.39013299,-7.7538204,1,1,8,0.2461796,0.00986701,,,
0.4,-7,0.548705279,-5.574168572,1,1,8,1.425831428,0.148705279,,,
0.4,-6,0.29004757,-7.27188022,1,1,8,1.27188022,0.10995243,,,
0.4,-5,0.488274678,-4.565071959,1,1,8,0.434928041,0.088274678,,,
0.4,-4,0.501791499,-4.172466523,1,1,8,0.172466523,0.101791499,,,
0.4,-3,0.395661834,-2.519153466,1,1,8,0.480846534,0.004338166,,,
0.4,-2,0.528104006,-1.902664692,1,1,8,0.097335308,0.128104006,,,
0.7,-10,1.092098173,-6.098744177,1,1,8,3.901255823,0.392098173,,,
0.7,-9,0.672185701,-7.480979369,1,1,8,1.519020631,0.027814299,,,
0.7,-8,0.79730042,-7.852148362,1,1,8,0.147851638,0.09730042,,,
0.7,-7,0.671135438,-5.167172952,1,1,8,1.832827048,0.028864562,,,
0.7,-6,0.787053997,-6.098885499,1,1,8,0.098885499,0.087053997,,,
0.7,-5,0.976659998,-4.160414621,1,1,8,0.839585379,0.276659998,,,
0.7,-4,0.839762356,-3.706775235,1,1,8,0.293224765,0.139762356,,,
0.7,-3,0.742417516,-3.221788591,1,1,8,0.221788591,0.042417516,,,
0.7,-2,0.773808987,-2.38158757,1,1,8,0.38158757,0.073808987,,,
1,-10,1.259850999,-6.057372132,1,1,8,3.942627868,0.259850999,,,
1,-9,1.10752447,-6.910602031,1,1,8,2.089397969,0.10752447,,,
1,-8,1.394065233,-6.625350688,1,1,8,1.374649312,0.394065233,,,
1,-7,0.902017511,-7.834414228,1,1,8,0.834414228,0.097982489,,,
1,-6,1.360196281,-5.815603569,1,1,8,0.184396431,0.360196281,,,
1,-5,1.247141081,-3.884577663,1,1,8,1.115422337,0.247141081,,,
1,-4,1.161655351,-5.237716387,1,1,8,1.237716387,0.161655351,,,
1,-3,0.8762391,-4.287101693,1,1,8,1.287101693,0.1237609,,,
1,-2,0.851156266,-1.780629742,1,1,8,0.219370258,0.148843734,,,
1.3,-10,1.234178683,-5.651660095,1,1,8,4.348339905,0.065821317,,,
1.3,-9,1.497993188,-5.024448384,1,1,8,3.975551616,0.197993188,,,
1.3,-8,1.523161452,-6.462614104,1,1,8,1.537385896,0.223161452,,,
1.3,-7,1.869977059,-5.906463581,1,1,8,1.093536419,0.569977059,,,
1.3,-6,1.651809628,-5.916781795,1,1,8,0.083218205,0.351809628,,,
1.3,-5,1.608515419,-5.20757493,1,1,8,0.20757493,0.308515419,,,
1.3,-4,1.786259535,-5.209171001,1,1,8,1.209171001,0.486259535,,,
1.3,-3,0.765686015,-5.114406757,1,1,8,2.114406757,0.534313985,,,
1.3,-2,1.516559723,-2.251941622,1,1,8,0.251941622,0.216559723,,,
1.6,-10,1.601857981,-7.45651336,1,1,8,2.54348664,0.001857981,,,
1.6,-9,1.773627788,-6.728739899,1,1,8,2.271260101,0.173627788,,,
1.6,-8,1.173442093,-7.084752857,1,1,8,0.915247143,0.426557907,,,
1.6,-7,1.231349569,-5.761754266,1,1,8,1.238245734,0.368650431,,,
1.6,-6,1.441872107,-5.907245288,1,1,8,0.092754712,0.158127893,,,
1.6,-5,1.379064719,-5.789908307,1,1,8,0.789908307,0.220935281,,,
1.6,-4,1.896620084,-4.701775393,1,1,8,0.701775393,0.296620084,,,
1.6,-3,1.402532716,-4.089377121,1,1,8,1.089377121,0.197467284,,,
1.6,-2,1.598765757,-3.518422086,1,1,8,1.518422086,0.001234243,,,
1.9,-10,1.837891292,-5.514685941,1,1,8,4.485314059,0.062108708,,,
1.9,-9,1.717759183,-5.116578038,1,1,8,3.883421962,0.182240817,,,
1.9,-8,1.487429568,-4.943687261,1,1,8,3.056312739,0.412570432,,,
1.9,-7,1.987369265,-5.323056936,1,1,8,1.676943064,0.087369265,,,
1.9,-6,1.446680942,-6.824043205,1,1,8,0.824043205,0.453319058,,,
1.9,-5,1.400170338,-5.669020742,1,1,8,0.669020742,0.499829662,,,
1.9,-4,1.974875486,-3.552258481,1,1,8,0.447741519,0.074875486,,,
1.9,-3,1.741367179,-3.061412466,1,1,8,0.061412466,0.158632821,,,
1.9,-2,2.034552222,-1.942857813,1,1,8,0.057142187,0.134552222,,,
2.2,-10,1.780177958,-6.140950881,1,1,8,3.859049119,0.419822042,,,
2.2,-9,1.822016079,-5.636993514,1,1,8,3.363006486,0.377983921,,,
2.2,-8,1.771495301,-5.838717741,1,1,8,2.161282259,0.428504699,,,
2.2,-7,2.320233041,-6.394210585,1,1,8,0.605789415,0.120233041,,,
2.2,-6,2.065742788,-6.568317713,1,1,8,0.568317713,0.134257212,,,
2.2,-5,1.392010189,-4.870022932,1,1,8,0.129977068,0.807989811,,,
2.2,-4,1.589745334,-4.700401398,1,1,8,0.700401398,0.610254666,,,
2.2,-3,1.609348123,-4.434248925,1,1,8,1.434248925,0.590651877,,,
2.2,-2,1.876156804,-4.708825075,1,1,8,2.708825075,0.323843196,,,
2.5,-10,1.977387993,-6.867064648,1,1,8,3.132935352,0.522612007,,,
2.5,-9,1.997009722,-6.7646018,1,1,8,2.2353982,0.502990278,,,
2.5,-8,1.895080598,-5.640471149,1,1,8,2.359528851,0.604919402,,,
2.5,-7,1.719806558,-7.461498152,1,1,8,0.461498152,0.780193442,,,
2.5,-6,2.21135379,-6.579163708,1,1,8,0.579163708,0.28864621,,,
2.5,-5,1.774436954,-5.003142283,1,1,8,0.003142283,0.725563046,,,
2.5,-4,1.349001771,-5.963133525,1,1,8,1.963133525,1.150998229,,,
2.5,-3,1.860029364,-5.928983644,1,1,8,2.928983644,0.639970636,,,
2.5,-2,1.260973191,-3.898035325,1,1,8,1.898035325,1.239026809,,,
0.1,-10,0.137693093,-6.810240388,1,1,9,3.189759612,0.037693093,,,
0.1,-9,0.133786622,-7.531061096,1,1,9,1.468938904,0.033786622,,,
0.1,-8,0.077655234,-7.193531072,1,1,9,0.806468928,0.022344766,,,
0.1,-7,0.036978371,-7.085123736,1,1,9,0.085123736,0.063021629,,,
0.1,-6,0.152890583,-6.603538486,1,1,9,0.603538486,0.052890583,,,
0.1,-5,0.151809423,-4.874327055,1,1,9,0.125672945,0.051809423,,,
0.1,-4,0.076786357,-3.816399041,1,1,9,0.183600959,0.023213643,,,
0.1,-3,0.164585164,-2.992569111,1,1,9,0.007430889,0.064585164,,,
0.1,-2,0.106283528,-1.998214798,1,1,9,0.001785202,0.006283528,,,
0.4,-10,0.356080132,-8.589924205,1,1,9,1.410075795,0.043919868,,,
0.4,-9,6.403553345,-1.086663525,1,1,9,7.913336475,6.003553345,,,
0.4,-8,0.35159045,-7.939355012,1,1,9,0.060644988,0.04840955,,,
0.4,-7,0.533160435,-6.090246299,1,1,9,0.909753701,0.133160435,,,
0.4,-6,0.439454332,-5.239925712,1,1,9,0.760074288,0.039454332,,,
0.4,-5,0.363535479,-5.777850765,1,1,9,0.777850765,0.036464521,,,
0.4,-4,0.370227329,-3.90313475,1,1,9,0.09686525,0.029772671,,,
0.4,-3,0.485667262,-3.014499652,1,1,9,0.014499652,0.085667262,,,
0.4,-2,0.349984395,-2.030009885,1,1,9,0.030009885,0.050015605,,,
0.7,-10,0.568939322,-7.268825462,1,1,9,2.731174538,0.131060678,,,
0.7,-9,0.927498415,-6.827554545,1,1,9,2.172445455,0.227498415,,,
0.7,-8,0.932832529,-5.122454696,1,1,9,2.877545304,0.232832529,,,
0.7,-7,0.958426847,-6.324515454,1,1,9,0.675484546,0.258426847,,,
0.7,-6,0.805959748,-4.91739358,1,1,9,1.08260642,0.105959748,,,
0.7,-5,0.690500097,-4.908708104,1,1,9,0.091291896,0.009499903,,,
0.7,-4,0.799977285,-3.495900156,1,1,9,0.504099844,0.099977285,,,
0.7,-3,0.744393572,-2.283290784,1,1,9,0.716709216,0.044393572,,,
0.7,-2,0.773813635,-2.024927688,1,1,9,0.024927688,0.073813635,,,
1,-10,0.634077699,-6.046026725,1,1,9,3.953973275,0.365922301,,,
1,-9,1.253927564,-7.380316557,1,1,9,1.619683443,0.253927564,,,
1,-8,1.024421638,-7.5861026,1,1,9,0.4138974,0.024421638,,,
1,-7,1.258077951,-7.080868292,1,1,9,0.080868292,0.258077951,,,
1,-6,1.106752868,-5.65749905,1,1,9,0.34250095,0.106752868,,,
