true__action_noise,true__xprob_volatility,estimated__action_noise,estimated__xprob_volatility,prior_idx,input_sequence_idx,simulation_idx,Column1,Column2,,,
1.9,-4,1.621752605,-4.930270473,1,1,1,0.930270473,0.278247395,,,
0.4,-7,0.507183512,-6.06136352,1,1,6,0.93863648,0.107183512,,,
1.3,-7,1.39786129,-6.061357806,1,1,1,0.938642194,0.09786129,,,
2.5,-7,1.543884949,-6.059500809,1,1,1,0.940499191,0.956115051,,,
1.3,-5,1.000593096,-5.954961442,1,1,8,0.954961442,0.299406904,,,
2.5,-2,1.822868767,-2.959263629,1,1,10,0.959263629,0.677131233,,,
1.3,-8,0.907090617,-7.040062494,1,1,5,0.959937506,0.392909383,,,
1.6,-4,1.723610368,-4.963544016,1,1,3,0.963544016,0.123610368,,,
1.6,-7,1.665802122,-6.02062185,1,1,5,0.97937815,0.065802122,,,
1,-5,1.32332223,-4.017152477,1,1,8,0.982847523,0.32332223,,,
1.3,-4,1.079588896,-4.983899808,1,1,1,0.983899808,0.220411104,,,
1.6,-6,1.132669092,-5.014915398,1,1,2,0.985084602,0.467330908,,,
1,-5,0.941928202,-4.013241872,1,1,2,0.986758128,0.058071798,,,
1.9,-5,1.887743101,-5.987079938,1,1,5,0.987079938,0.012256899,,,
1,-3,0.988281056,-3.994483128,1,1,2,0.994483128,0.011718944,,,
1.3,-7,1.606837474,-5.995860609,1,1,3,1.004139391,0.306837474,,,
2.5,-3,1.263306063,-4.020247201,1,1,1,1.020247201,1.236693937,,,
1,-7,1.571778023,-5.976798176,1,1,7,1.023201824,0.571778023,,,
1.9,-5,1.277920308,-6.024357918,1,1,4,1.024357918,0.622079692,,,
0.4,-6,0.664986759,-4.969324176,1,1,5,1.030675824,0.264986759,,,
1.6,-2,1.339301376,-3.038057949,1,1,7,1.038057949,0.260698624,,,
1,-6,1.015644922,-4.960915106,1,1,4,1.039084894,0.015644922,,,
2.5,-7,1.824759711,-5.950869693,1,1,2,1.049130307,0.675240289,,,
1.6,-5,1.829493432,-6.049417288,1,1,1,1.049417288,0.229493432,,,
0.7,-4,0.882015996,-2.934924284,1,1,9,1.065075716,0.182015996,,,
2.5,-7,2.613590909,-5.926259491,1,1,7,1.073740509,0.113590909,,,
1.9,-3,1.751507151,-4.076172008,1,1,10,1.076172008,0.148492849,,,
0.4,-4,0.43155493,-5.082617789,1,1,2,1.082617789,0.03155493,,,
1.6,-5,1.880712722,-6.086437558,1,1,10,1.086437558,0.280712722,,,
1,-8,1.134125554,-6.906511771,1,1,1,1.093488229,0.134125554,,,
1,-8,0.851081536,-6.90415225,1,1,3,1.09584775,0.148918464,,,
2.5,-3,2.154033376,-4.096041494,1,1,2,1.096041494,0.345966624,,,
0.7,-4,0.63377855,-5.101577422,1,1,4,1.101577422,0.06622145,,,
1,-5,0.592802868,-6.103192952,1,1,10,1.103192952,0.407197132,,,
1.3,-2,1.174034378,-3.114136176,1,1,4,1.114136176,0.125965622,,,
0.1,-5,0.082902074,-6.117308644,1,1,9,1.117308644,0.017097926,,,
0.1,-5,0.079576512,-6.124183454,1,1,3,1.124183454,0.020423488,,,
2.5,-2,1.741443508,-3.12449946,1,1,5,1.12449946,0.758556492,,,
0.7,-6,0.655233,-4.875142768,1,1,6,1.124857232,0.044767,,,
1.6,-7,1.95472645,-5.866353756,1,1,7,1.133646244,0.35472645,,,
1.6,-8,1.943897883,-6.861281,1,1,2,1.138719,0.343897883,,,
1.6,-3,0.918420255,-4.139968111,1,1,2,1.139968111,0.681579745,,,
1.9,-4,1.621450165,-5.140960686,1,1,9,1.140960686,0.278549835,,,
1,-4,0.916728763,-5.146183681,1,1,6,1.146183681,0.083271237,,,
1.6,-8,1.681484522,-6.853677232,1,1,7,1.146322768,0.081484522,,,
2.2,-6,1.320044515,-7.147471993,1,1,4,1.147471993,0.879955485,,,
1.6,-5,1.435123936,-3.84688062,1,1,5,1.15311938,0.164876064,,,
1.6,-7,1.597313101,-5.845851138,1,1,3,1.154148862,0.002686899,,,
1.9,-5,1.829090094,-6.154258326,1,1,9,1.154258326,0.070909906,,,
1,-6,1.125102429,-7.156660158,1,1,9,1.156660158,0.125102429,,,
1.3,-8,1.100325602,-6.842757566,1,1,2,1.157242434,0.199674398,,,
1.6,-5,1.413605291,-6.159780332,1,1,3,1.159780332,0.186394709,,,
0.7,-6,0.556430492,-7.167696296,1,1,3,1.167696296,0.143569508,,,
1.9,-4,1.533302008,-5.174051937,1,1,5,1.174051937,0.366697992,,,
2.2,-4,1.8520241,-5.174184432,1,1,10,1.174184432,0.3479759,,,
2.2,-5,1.789573604,-6.184396692,1,1,6,1.184396692,0.410426396,,,
1.3,-8,1.600326313,-6.813460536,1,1,10,1.186539464,0.300326313,,,
1,-7,1.138883754,-5.801582761,1,1,2,1.198417239,0.138883754,,,
2.2,-6,1.526440955,-4.800385393,1,1,2,1.199614607,0.673559045,,,
1.9,-3,1.506666205,-4.201545155,1,1,2,1.201545155,0.393333795,,,
1.9,-4,1.770611858,-5.20174947,1,1,4,1.20174947,0.129388142,,,
1.9,-3,1.821765687,-4.202789049,1,1,9,1.202789049,0.078234313,,,
2.2,-7,1.850064002,-5.795969341,1,1,1,1.204030659,0.349935998,,,
1.3,-4,1.684227431,-5.209346285,1,1,9,1.209346285,0.384227431,,,
1.9,-8,2.079046679,-6.784388556,1,1,3,1.215611444,0.179046679,,,
2.2,-5,1.764972737,-6.228581058,1,1,5,1.228581058,0.435027263,,,
1.6,-7,1.660062021,-5.769059967,1,1,2,1.230940033,0.060062021,,,
0.1,-5,0.145301648,-6.231069585,1,1,2,1.231069585,0.045301648,,,
1.3,-2,1.053450185,-3.237378227,1,1,1,1.237378227,0.246549815,,,
1.6,-5,1.506788696,-6.23923469,1,1,8,1.23923469,0.093211304,,,
1.9,-7,2.182451655,-5.745382933,1,1,7,1.254617067,0.282451655,,,
1.3,-4,1.305481981,-5.255294043,1,1,2,1.255294043,0.005481981,,,
1.3,-5,1.178297987,-6.257479614,1,1,4,1.257479614,0.121702013,,,
0.1,-8,0.170054877,-6.733989609,1,1,6,1.266010391,0.070054877,,,
1,-7,1.007258681,-5.733397125,1,1,10,1.266602875,0.007258681,,,
1.9,-5,1.9119229,-6.26888302,1,1,7,1.26888302,0.0119229,,,
1.3,-3,1.188801828,-4.271107174,1,1,6,1.271107174,0.111198172,,,
0.4,-6,0.457019147,-4.728623015,1,1,9,1.271376985,0.057019147,,,
0.7,-8,0.819468018,-6.727444232,1,1,4,1.272555768,0.119468018,,,
0.1,-4,0.042665177,-5.273480186,1,1,2,1.273480186,0.057334823,,,
1.6,-5,1.545198861,-6.279260277,1,1,7,1.279260277,0.054801139,,,
1.6,-4,1.701720691,-5.285167118,1,1,1,1.285167118,0.101720691,,,
0.7,-8,0.739709753,-6.710200138,1,1,2,1.289799862,0.039709753,,,
0.7,-8,0.506780285,-6.708140754,1,1,1,1.291859246,0.193219715,,,
0.7,-5,0.670190658,-3.701860334,1,1,3,1.298139666,0.029809342,,,
1.3,-7,0.987467243,-5.695507879,1,1,2,1.304492121,0.312532757,,,
2.5,-7,1.782472424,-5.693540024,1,1,3,1.306459976,0.717527576,,,
0.1,-5,0.137095447,-6.314785853,1,1,8,1.314785853,0.037095447,,,
1.9,-7,1.519834476,-5.682553922,1,1,1,1.317446078,0.380165524,,,
0.7,-4,0.577382755,-5.320259713,1,1,1,1.320259713,0.122617245,,,
0.7,-5,0.667774876,-3.679264866,1,1,6,1.320735134,0.032225124,,,
1.9,-8,1.344263823,-6.674789956,1,1,7,1.325210044,0.555736177,,,
0.7,-5,0.754110748,-3.643332031,1,1,4,1.356667969,0.054110748,,,
1.3,-5,1.128312303,-6.358318943,1,1,9,1.358318943,0.171687697,,,
0.1,-8,0.14254788,-6.640312197,1,1,8,1.359687803,0.04254788,,,
1.9,-3,1.308314536,-4.37235826,1,1,3,1.37235826,0.591685464,,,
2.5,-6,1.728543128,-4.627204791,1,1,5,1.372795209,0.771456872,,,
0.7,-7,0.621361745,-5.623827127,1,1,6,1.376172873,0.078638255,,,
2.5,-7,2.199935021,-5.620595519,1,1,5,1.379404481,0.300064979,,,
1.9,-7,1.769359931,-5.619180569,1,1,6,1.380819431,0.130640069,,,
0.4,-8,0.548672273,-6.616768344,1,1,8,1.383231656,0.148672273,,,
2.2,-8,1.780712945,-6.605655692,1,1,10,1.394344308,0.419287055,,,
1.9,-8,1.973527261,-6.601954763,1,1,6,1.398045237,0.073527261,,,
2.5,-4,1.217050645,-5.408049735,1,1,5,1.408049735,1.282949355,,,
1.3,-4,1.581688177,-5.418979406,1,1,6,1.418979406,0.281688177,,,
1.6,-8,1.094395017,-6.576612441,1,1,3,1.423387559,0.505604983,,,
1.6,-3,1.091406515,-4.426607542,1,1,4,1.426607542,0.508593485,,,
1,-7,0.920805487,-5.567434391,1,1,3,1.432565609,0.079194513,,,
1,-8,1.454482059,-6.559870343,1,1,6,1.440129657,0.454482059,,,
2.5,-4,1.749922596,-5.440362773,1,1,10,1.440362773,0.750077404,,,
1.3,-8,1.433052702,-6.556766594,1,1,4,1.443233406,0.133052702,,,
0.1,-7,0.05430981,-5.550842396,1,1,4,1.449157604,0.04569019,,,
0.7,-8,0.647128535,-6.533642837,1,1,7,1.466357163,0.052871465,,,
2.5,-2,1.873926979,-3.466979718,1,1,6,1.466979718,0.626073021,,,
2.5,-8,1.767300348,-6.531230898,1,1,9,1.468769102,0.732699652,,,
2.2,-2,1.712292774,-3.474424326,1,1,3,1.474424326,0.487707226,,,
1,-7,1.293088367,-5.524539532,1,1,5,1.475460468,0.293088367,,,
0.7,-8,0.819089373,-6.522789978,1,1,9,1.477210022,0.119089373,,,
0.4,-4,0.35737742,-5.484836833,1,1,5,1.484836833,0.04262258,,,
2.5,-3,2.12691652,-4.492347205,1,1,9,1.492347205,0.37308348,,,
1.6,-8,1.674186447,-6.503954345,1,1,10,1.496045655,0.074186447,,,
1,-8,0.862923446,-6.502214178,1,1,7,1.497785822,0.137076554,,,
0.1,-7,0.054054295,-5.494184445,1,1,6,1.505815555,0.045945705,,,
1.3,-7,1.266312931,-5.481034236,1,1,9,1.518965764,0.033687069,,,
2.2,-2,1.28872533,-3.519477691,1,1,8,1.519477691,0.91127467,,,
0.1,-4,0.053666277,-5.530489599,1,1,10,1.530489599,0.046333723,,,
0.1,-8,0.137434451,-6.469008759,1,1,7,1.530991241,0.037434451,,,
0.7,-3,0.542907187,-4.537495262,1,1,10,1.537495262,0.157092813,,,
1.6,-6,1.511000321,-4.459456939,1,1,5,1.540543061,0.088999679,,,
2.2,-4,1.708378855,-5.54895571,1,1,2,1.54895571,0.491621145,,,
2.2,-3,1.663644389,-4.550129551,1,1,10,1.550129551,0.536355611,,,
2.5,-6,1.258374391,-4.443240382,1,1,4,1.556759618,1.241625609,,,
0.7,-8,0.915437453,-6.439761511,1,1,6,1.560238489,0.215437453,,,
0.7,-4,0.726301206,-5.570096295,1,1,3,1.570096295,0.026301206,,,
1.9,-4,1.417641708,-5.575322564,1,1,10,1.575322564,0.482358292,,,
2.5,-5,1.883337563,-6.596239973,1,1,10,1.596239973,0.616662437,,,
1.6,-8,2.160001962,-6.38439943,1,1,8,1.61560057,0.560001962,,,
1.3,-9,0.947819732,-7.383615231,1,1,4,1.616384769,0.352180268,,,
2.2,-4,2.239985212,-5.618792228,1,1,8,1.618792228,0.039985212,,,
1.6,-3,1.406460443,-4.621959818,1,1,6,1.621959818,0.193539557,,,
1.9,-2,1.764471948,-3.622282706,1,1,8,1.622282706,0.135528052,,,
2.2,-2,1.899414734,-3.627189638,1,1,10,1.627189638,0.300585266,,,
0.7,-5,0.580748199,-6.629176034,1,1,7,1.629176034,0.119251801,,,
1.3,-4,0.911905539,-5.63064842,1,1,7,1.63064842,0.388094461,,,
1.9,-7,1.969503007,-5.363976486,1,1,9,1.636023514,0.069503007,,,
2.5,-4,2.121494247,-5.64020566,1,1,2,1.64020566,0.378505753,,,
0.1,-8,0.078733607,-6.357536528,1,1,9,1.642463472,0.021266393,,,
1.6,-2,1.661448102,-3.644459566,1,1,5,1.644459566,0.061448102,,,
2.2,-4,1.344939874,-5.648628748,1,1,1,1.648628748,0.855060126,,,
1.6,-7,1.315281861,-5.350270018,1,1,1,1.649729982,0.284718139,,,
2.5,-8,1.886777698,-6.342579143,1,1,10,1.657420857,0.613222302,,,
1.3,-3,1.492366541,-4.658992107,1,1,9,1.658992107,0.192366541,,,
0.7,-5,0.686659745,-6.666239411,1,1,9,1.666239411,0.013340255,,,
1.9,-2,1.676159919,-3.678824976,1,1,9,1.678824976,0.223840081,,,
0.4,-8,0.357352579,-6.321025815,1,1,3,1.678974185,0.042647421,,,
1.6,-8,1.276620251,-6.315431725,1,1,4,1.684568275,0.323379749,,,
1.6,-7,1.593596801,-5.30540103,1,1,4,1.69459897,0.006403199,,,
2.5,-2,1.700435128,-3.696916751,1,1,1,1.696916751,0.799564872,,,
2.2,-7,1.727789159,-5.300255497,1,1,10,1.699744503,0.472210841,,,
1.6,-4,1.647867963,-5.70170947,1,1,10,1.70170947,0.047867963,,,
2.5,-4,2.007260788,-5.705041215,1,1,4,1.705041215,0.492739212,,,
1.9,-3,1.410768418,-4.705708475,1,1,4,1.705708475,0.489231582,,,
1.6,-3,1.058495932,-4.710666193,1,1,3,1.710666193,0.541504068,,,
2.2,-3,1.643626827,-4.710668623,1,1,3,1.710668623,0.556373173,,,
1.9,-7,2.130091459,-5.282621257,1,1,2,1.717378743,0.230091459,,,
2.2,-8,1.80164139,-6.278843212,1,1,7,1.721156788,0.39835861,,,
2.5,-4,1.824058236,-5.725803913,1,1,8,1.725803913,0.675941764,,,
0.1,-7,0.045842374,-5.273671298,1,1,9,1.726328702,0.054157626,,,
1,-4,1.182549912,-5.727367072,1,1,3,1.727367072,0.182549912,,,
1.9,-5,1.340028339,-6.737381916,1,1,6,1.737381916,0.559971661,,,
2.5,-8,1.491074895,-6.257013056,1,1,7,1.742986944,1.008925105,,,
0.1,-8,0.143642577,-6.256861919,1,1,10,1.743138081,0.043642577,,,
1.6,-4,1.647443949,-5.749790152,1,1,4,1.749790152,0.047443949,,,
1.9,-8,1.076468373,-6.248971272,1,1,8,1.751028728,0.823531627,,,
0.4,-8,0.407503997,-6.242751179,1,1,7,1.757248821,0.007503997,,,
0.7,-5,0.505616346,-6.758282693,1,1,10,1.758282693,0.194383654,,,
2.5,-8,1.674864169,-6.238303163,1,1,5,1.761696837,0.825135831,,,
0.7,-6,0.720647242,-4.227365396,1,1,4,1.772634604,0.020647242,,,
0.7,-8,0.653174461,-6.226122091,1,1,5,1.773877909,0.046825539,,,
2.5,-8,2.170350359,-6.225389506,1,1,2,1.774610494,0.329649641,,,
1.3,-7,1.212259067,-5.224147093,1,1,10,1.775852907,0.087740933,,,
1.3,-2,1.19960997,-3.781038318,1,1,6,1.781038318,0.10039003,,,
0.1,-7,0.036242582,-5.213894461,1,1,3,1.786105539,0.063757418,,,
1.6,-8,1.766891452,-6.213813521,1,1,5,1.786186479,0.166891452,,,
2.2,-2,1.109902573,-3.788310042,1,1,2,1.788310042,1.090097427,,,
2.5,-2,1.720981357,-3.812238394,1,1,8,1.812238394,0.779018643,,,
1,-4,0.756619559,-5.821882334,1,1,7,1.821882334,0.243380441,,,
0.1,-8,0.079895305,-6.177994368,1,1,4,1.822005632,0.020104695,,,
1,-6,1.279016876,-4.176593399,1,1,10,1.823406601,0.279016876,,,
0.1,-7,0.043412851,-5.173115976,1,1,2,1.826884024,0.056587149,,,
1.9,-9,1.797156856,-7.166434584,1,1,7,1.833565416,0.102843144,,,
2.2,-8,2.737736523,-6.143124352,1,1,3,1.856875648,0.537736523,,,
1,-2,0.819521813,-3.857008628,1,1,3,1.857008628,0.180478187,,,
1,-7,1.066603505,-5.136396909,1,1,6,1.863603091,0.066603505,,,
2.2,-7,1.780481561,-5.125267753,1,1,2,1.874732247,0.419518439,,,
1,-8,1.27395067,-6.097043726,1,1,5,1.902956274,0.27395067,,,
1.3,-8,1.084841258,-6.091716175,1,1,6,1.908283825,0.215158742,,,
1.6,-3,1.75271386,-4.930212919,1,1,5,1.930212919,0.15271386,,,
2.5,-5,2.177046884,-6.935172469,1,1,1,1.935172469,0.322953116,,,
1.9,-8,1.374308444,-6.05816937,1,1,2,1.94183063,0.525691556,,,
1.6,-8,1.97528773,-6.054257667,1,1,6,1.945742333,0.37528773,,,
2.5,-4,1.729998684,-5.946141902,1,1,9,1.946141902,0.770001316,,,
1.3,-8,1.804819682,-6.031841674,1,1,1,1.968158326,0.504819682,,,
2.2,-8,1.887457602,-6.030356303,1,1,9,1.969643697,0.312542398,,,
1.9,-3,1.951015017,-4.989972785,1,1,8,1.989972785,0.051015017,,,
1.6,-2,1.149885876,-4.008735415,1,1,8,2.008735415,0.450114124,,,
2.5,-4,1.619804612,-6.008833569,1,1,6,2.008833569,0.880195388,,,
0.7,-8,0.728469111,-5.98796131,1,1,3,2.01203869,0.028469111,,,
2.2,-8,1.723641806,-5.981162921,1,1,8,2.018837079,0.476358194,,,
1,-8,0.896337198,-5.962384344,1,1,4,2.037615656,0.103662802,,,
2.2,-4,2.0747768,-6.051598388,1,1,9,2.051598388,0.1252232,,,
0.1,-4,0.079184071,-6.06007615,1,1,4,2.06007615,0.020815929,,,
1.9,-8,1.533223686,-5.922632114,1,1,1,2.077367886,0.366776314,,,
1,-7,1.13307347,-4.914983149,1,1,4,2.085016851,0.13307347,,,
1.3,-8,1.422598488,-5.911470756,1,1,3,2.088529244,0.122598488,,,
2.2,-8,1.279982902,-5.906475124,1,1,1,2.093524876,0.920017098,,,
2.2,-7,1.804660785,-4.901624175,1,1,4,2.098375825,0.395339215,,,
0.4,-9,0.456556801,-6.896246954,1,1,4,2.103753046,0.056556801,,,
2.2,-8,1.954546811,-5.890686599,1,1,5,2.109313401,0.245453189,,,
0.4,-8,0.547603286,-5.885050367,1,1,10,2.114949633,0.147603286,,,
2.2,-4,1.727492293,-6.117452567,1,1,6,2.117452567,0.472507707,,,
2.2,-3,1.305796339,-5.118527988,1,1,7,2.118527988,0.894203661,,,
2.5,-9,2.285092321,-6.880243926,1,1,8,2.119756074,0.214907679,,,
1.3,-2,1.52779808,-4.120469472,1,1,8,2.120469472,0.22779808,,,
1.6,-7,1.339215156,-4.866292981,1,1,6,2.133707019,0.260784844,,,
2.2,-3,1.43439136,-5.137660962,1,1,8,2.137660962,0.76560864,,,
1.9,-8,1.784913191,-5.859808421,1,1,4,2.140191579,0.115086809,,,
1.9,-4,1.697605513,-6.141201287,1,1,3,2.141201287,0.202394487,,,
1,-3,0.722653765,-5.156617694,1,1,5,2.156617694,0.277346235,,,
1.3,-8,1.364313371,-5.830490407,1,1,9,2.169509593,0.064313371,,,
1,-7,0.877586776,-4.82875816,1,1,9,2.17124184,0.122413224,,,
0.7,-8,0.77649346,-5.812824104,1,1,8,2.187175896,0.07649346,,,
2.5,-4,1.987691233,-6.189486899,1,1,7,2.189486899,0.512308767,,,
0.4,-7,0.359145593,-4.800967521,1,1,3,2.199032479,0.040854407,,,
1.9,-8,2.336488561,-5.796633092,1,1,10,2.203366908,0.436488561,,,
2.5,-8,1.789381799,-5.79484007,1,1,3,2.20515993,0.710618201,,,
2.5,-2,1.812205506,-4.220809359,1,1,2,2.220809359,0.687794494,,,
0.4,-5,0.473758729,-7.238328951,1,1,9,2.238328951,0.073758729,,,
2.2,-4,1.833466031,-6.250043005,1,1,4,2.250043005,0.366533969,,,
1.9,-9,2.093517058,-6.746435541,1,1,1,2.253564459,0.193517058,,,
0.1,-9,0.164307053,-6.733732058,1,1,9,2.266267942,0.064307053,,,
1.9,-8,1.972252042,-5.729249779,1,1,5,2.270750221,0.072252042,,,
0.4,-9,0.508332041,-6.72466077,1,1,1,2.27533923,0.108332041,,,
1,-8,1.242779412,-5.71082576,1,1,10,2.28917424,0.242779412,,,
2.5,-3,1.975424171,-5.291920349,1,1,10,2.291920349,0.524575829,,,
1.9,-4,1.3403014,-6.292626552,1,1,2,2.292626552,0.5596986,,,
1.9,-8,1.576530261,-5.695889923,1,1,9,2.304110077,0.323469739,,,
2.5,-9,2.76858935,-6.694497016,1,1,2,2.305502984,0.26858935,,,
1.6,-9,2.160420348,-6.69428,1,1,10,2.30572,0.560420348,,,
1.9,-3,1.200267583,-5.319313571,1,1,7,2.319313571,0.699732417,,,
1.3,-9,1.860364829,-6.670048408,1,1,1,2.329951592,0.560364829,,,
2.5,-4,2.16673115,-6.334562274,1,1,3,2.334562274,0.33326885,,,
1.3,-9,1.286506917,-6.659448071,1,1,9,2.340551929,0.013493083,,,
0.1,-9,0.086383952,-6.649965639,1,1,1,2.350034361,0.013616048,,,
0.1,-9,0.085431614,-6.617941969,1,1,6,2.382058031,0.014568386,,,
0.4,-4,0.300104272,-6.387668432,1,1,6,2.387668432,0.099895728,,,
0.7,-9,0.725291366,-6.610854691,1,1,6,2.389145309,0.025291366,,,
1,-9,0.937064933,-6.607092114,1,1,4,2.392907886,0.062935067,,,
2.5,-9,1.754101765,-6.59790706,1,1,6,2.40209294,0.745898235,,,
2.2,-4,1.458533396,-6.403535854,1,1,7,2.403535854,0.741466604,,,
0.7,-7,0.585508609,-4.595810041,1,1,4,2.404189959,0.114491391,,,
2.5,-7,1.786327685,-4.591050686,1,1,10,2.408949314,0.713672315,,,
1.3,-9,1.553535232,-6.580149667,1,1,10,2.419850333,0.253535232,,,
2.5,-4,2.320684217,-6.432824782,1,1,1,2.432824782,0.179315783,,,
0.1,-8,0.058223574,-5.554270091,1,1,3,2.445729909,0.041776426,,,
1.3,-9,2.188242386,-6.543892073,1,1,3,2.456107927,0.888242386,,,
2.5,-9,2.659407428,-6.527547274,1,1,10,2.472452726,0.159407428,,,
1.3,-8,1.416239059,-5.516541081,1,1,7,2.483458919,0.116239059,,,
0.1,-8,0.054404378,-5.514959051,1,1,2,2.485040949,0.045595622,,,
0.1,-9,0.140924337,-6.509876972,1,1,10,2.490123028,0.040924337,,,
0.7,-9,0.782434472,-6.508598992,1,1,3,2.491401008,0.082434472,,,
0.4,-9,0.52137053,-6.490300015,1,1,8,2.509699985,0.12137053,,,
0.1,-9,0.089257219,-6.47114187,1,1,2,2.52885813,0.010742781,,,
0.7,-9,1.030750117,-6.450486172,1,1,5,2.549513828,0.330750117,,,
1.9,-9,2.082146261,-6.434246182,1,1,6,2.565753818,0.182146261,,,
2.2,-9,1.8766032,-6.430526506,1,1,6,2.569473494,0.3233968,,,
2.2,-2,1.951927434,-4.578115132,1,1,5,2.578115132,0.248072566,,,
1.3,-8,1.732903624,-5.416874039,1,1,8,2.583125961,0.432903624,,,
0.4,-8,0.456576723,-5.414226386,1,1,2,2.585773614,0.056576723,,,
1.3,-9,1.506451666,-6.400757261,1,1,7,2.599242739,0.206451666,,,
2.2,-8,1.981609122,-5.392693612,1,1,6,2.607306388,0.218390878,,,
2.5,-8,1.949821075,-5.384452293,1,1,1,2.615547707,0.550178925,,,
1,-9,1.208333381,-6.381512922,1,1,7,2.618487078,0.208333381,,,
1.9,-7,1.819036323,-4.37607469,1,1,5,2.62392531,0.080963677,,,
1.9,-9,1.562348635,-6.371933508,1,1,9,2.628066492,0.337651365,,,
0.7,-10,0.612503847,-7.371839991,1,1,7,2.628160009,0.087496153,,,
2.5,-8,2.22800447,-5.354686749,1,1,6,2.645313251,0.27199553,,,
0.4,-9,0.345047244,-6.35121627,1,1,3,2.64878373,0.054952756,,,
2.5,-8,1.930322465,-5.34943244,1,1,4,2.65056756,0.569677535,,,
0.1,-8,0.045286535,-5.347044648,1,1,1,2.652955352,0.054713465,,,
2.2,-9,2.258589528,-6.345817927,1,1,5,2.654182073,0.058589528,,,
2.2,-3,1.683319503,-5.655127833,1,1,6,2.655127833,0.516680497,,,
1.6,-5,1.646955814,-2.340571241,1,1,2,2.659428759,0.046955814,,,
0.4,-10,0.46029419,-7.338858999,1,1,2,2.661141001,0.06029419,,,
2.5,-9,1.874015856,-6.335046967,1,1,1,2.664953033,0.625984144,,,
2.5,-2,2.383005328,-4.66553058,1,1,9,2.66553058,0.116994672,,,
0.7,-7,0.501558719,-4.333313261,1,1,7,2.666686739,0.198441281,,,
1.6,-9,1.244811662,-6.322560988,1,1,2,2.677439012,0.355188338,,,
1.9,-4,1.328521025,-6.678725318,1,1,7,2.678725318,0.571478975,,,
2.5,-3,1.717658007,-5.679135656,1,1,6,2.679135656,0.782341993,,,
1.6,-8,1.721158877,-5.313603708,1,1,1,2.686396292,0.121158877,,,
0.4,-10,0.358582119,-7.312116131,1,1,9,2.687883869,0.041417881,,,
0.7,-9,0.652463414,-6.292281288,1,1,4,2.707718712,0.047536586,,,
2.2,-8,1.885349951,-5.288500757,1,1,4,2.711499243,0.314650049,,,
0.1,-9,0.077736267,-6.278714673,1,1,7,2.721285327,0.022263733,,,
1.9,-3,1.479163046,-5.740228723,1,1,5,2.740228723,0.420836954,,,
1,-8,0.944419398,-5.25690448,1,1,2,2.74309552,0.055580602,,,
1.3,-9,1.096225249,-6.251272434,1,1,5,2.748727566,0.203774751,,,
2.2,-8,2.089920535,-5.247806927,1,1,2,2.752193073,0.110079465,,,
1.9,-2,1.814163324,-4.758776566,1,1,3,2.758776566,0.085836676,,,
0.4,-10,0.390102756,-7.220495396,1,1,4,2.779504604,0.009897244,,,
0.1,-8,0.044307909,-5.205145744,1,1,5,2.794854256,0.055692091,,,
2.5,-8,1.823591714,-5.204542815,1,1,8,2.795457185,0.676408286,,,
0.4,-9,0.341794255,-6.203416403,1,1,10,2.796583597,0.058205745,,,
2.2,-9,1.910374796,-6.192704473,1,1,10,2.807295527,0.289625204,,,
1.3,-9,1.348634891,-6.181491901,1,1,8,2.818508099,0.048634891,,,
0.4,-10,0.442873785,-7.175150069,1,1,3,2.824849931,0.042873785,,,
2.5,-3,1.868272105,-5.830800681,1,1,8,2.830800681,0.631727895,,,
1.6,-7,1.627483618,-4.16593026,1,1,10,2.83406974,0.027483618,,,
0.7,-10,0.525894818,-7.147026519,1,1,9,2.852973481,0.174105182,,,
2.2,-9,1.728166244,-6.139608499,1,1,3,2.860391501,0.471833756,,,
1.3,-9,1.539816431,-6.138175842,1,1,6,2.861824158,0.239816431,,,
2.5,-9,1.914931827,-6.127501765,1,1,9,2.872498235,0.585068173,,,
0.1,-9,0.078744815,-6.121201793,1,1,3,2.878798207,0.021255185,,,
2.2,-9,2.150561795,-6.121121501,1,1,2,2.878878499,0.049438205,,,
0.1,-9,0.078415247,-6.119383884,1,1,5,2.880616116,0.021584753,,,
0.4,-9,0.566819639,-6.11593962,1,1,9,2.88406038,0.166819639,,,
2.5,-9,2.003576007,-6.107350327,1,1,4,2.892649673,0.496423993,,,
0.7,-8,0.885325735,-5.093114703,1,1,10,2.906885297,0.185325735,,,
2.2,-3,1.875593527,-5.920677854,1,1,1,2.920677854,0.324406473,,,
1,-9,1.099849326,-6.06755598,1,1,5,2.93244402,0.099849326,,,
0.7,-9,0.708739327,-6.059834258,1,1,2,2.940165742,0.008739327,,,
2.5,-3,1.835584494,-5.944666886,1,1,4,2.944666886,0.664415506,,,
1,-9,1.284771082,-6.054585358,1,1,10,2.945414642,0.284771082,,,
0.4,-8,0.589002074,-5.043600351,1,1,9,2.956399649,0.189002074,,,
0.1,-9,0.082142301,-6.034269482,1,1,4,2.965730518,0.017857699,,,
2.2,-3,1.768361208,-5.967527547,1,1,9,2.967527547,0.431638792,,,
2.2,-9,1.757449236,-6.026332381,1,1,4,2.973667619,0.442550764,,,
1.6,-10,1.223532012,-7.021870349,1,1,10,2.978129651,0.376467988,,,
2.2,-9,2.147896907,-6.003665697,1,1,7,2.996334303,0.052103093,,,
2.5,-3,1.628599922,-6.004158323,1,1,3,3.004158323,0.871400078,,,
